publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
google speaks: secrets of the world's greatest billionaire entrepreneurs, sergey brin and larry page		9780470398548							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13573.9780470501221	Lowe	/ebooks/ebooks2/pda/2011-12-01/1/13573.9780470501221		fulltext		John Wiley & Sons	monograph	2009							P
grammar of raising and control: a course in syntactic argumentation	9780631233015								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470754726	Davies	/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470754726		fulltext		Blackwell	monograph	2004							P
handbook of applied linguistics									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10123.0631228993		/ebooks/ebooks2/pda/2011-12-01/1/10123.0631228993		fulltext		Blackwell Pub.	monograph	2004		17		Davies			P
handbook of children, media, and development		9781405144179							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12995.9781444302769		/ebooks/ebooks2/pda/2011-12-01/1/12995.9781444302769		fulltext		Wiley-Blackwell	monograph	2008				Calvert			P
harper's illustrated biochemistry		9780071625913							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14507.0071701974	Murray	/ebooks/ebooks2/pda/2011-12-01/1/14507.0071701974		fulltext		McGraw-Hill Medical ; McGraw-Hill [distributor]	monograph	2009			28th ed.				P
in defense of animals: the second wave		9781405119405							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11379.9781405119412		/ebooks/ebooks2/pda/2011-12-01/1/11379.9781405119412		fulltext		Blackwell Pub.	monograph	2006				Singer			P
in honor of fadime: murder and shame		9780226896861							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12713.9780226896908	Wikan	/ebooks/ebooks2/pda/2011-12-01/1/12713.9780226896908		fulltext		University of Chicago Press	monograph	2008			Revised and extended, partly rewritten version.				P
in the way of development: indigenous peoples, life projects, and globalization									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11980.9781848131033		/ebooks/ebooks2/pda/2011-12-01/1/11980.9781848131033		fulltext		Zed Books in association with International Development Research Centre, Ottawa ; Distributed exclusively in the USA by Palgrave Macmillan	monograph	2004				Blaser			P
introduction to autocad 2007: 2d and 3d design		9780750681544							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10066.0750681543	Yarwood	/ebooks/ebooks2/pda/2011-12-01/1/10066.0750681543		fulltext		Newnes	monograph	2007			1st ed.				P
introduction to random signals and noise		9780470024119							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13555.9780470024126	Etten	/ebooks/ebooks2/pda/2011-12-01/1/13555.9780470024126		fulltext		Wiley	monograph	2005							P
java 2: the complete reference									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/6850.0072224207	Schildt	/ebooks/ebooks2/pda/2011-12-01/1/6850.0072224207		fulltext		McGraw-Hill/Osborne	monograph	2002			5th ed.				P
light and heavy vehicle technology									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10066.0750680377	Nunney	/ebooks/ebooks2/pda/2011-12-01/1/10066.0750680377		fulltext		Newnes	monograph	2007			4th ed.				P
living together, living apart: rethinking jewish-christian relations in the middle ages		9780691114873							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13268.9780691114873	Elukin	/ebooks/ebooks2/pda/2011-12-01/1/13268.9780691114873		fulltext		Princeton University Press	monograph	2007							P
materials science of thin films: deposition and structure									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10594.0125249756	Ohring	/ebooks/ebooks2/pda/2011-12-01/1/10594.0125249756		fulltext		Academic Press	monograph	2002			2nd ed.				P
mathematica demystified		9780071591447							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13233.0071591451	Hoste	/ebooks/ebooks2/pda/2011-12-01/1/13233.0071591451		fulltext		McGraw-Hill	monograph	2009							P
modern raman spectroscopy: a practical approach	9780471497943								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13571.9780470011829	Smith	/ebooks/ebooks2/pda/2011-12-01/1/13571.9780470011829		fulltext		J. Wiley	monograph	2005							P
neurobiology of addiction		9780124192393							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10618.9780124192393	Koob	/ebooks/ebooks2/pda/2011-12-01/1/10618.9780124192393		fulltext		Elsevier/Academic Press	monograph	2006							P
neuroprotection: models, mechanisms and therapies									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13562.9783527604319		/ebooks/ebooks2/pda/2011-12-01/1/13562.9783527604319		fulltext		Wiley-VCH	monograph	2004				Bähr			P
new museum theory and practice: an introduction		9781405105583							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12228.9781405148825		/ebooks/ebooks2/pda/2011-12-01/1/12228.9781405148825		fulltext		Blackwell	monograph	2006				Marstine			P
new philosophy for new media	9780262083218								http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11865.9780262083218	Hansen	/ebooks/ebooks2/pda/2011-12-01/1/11865.9780262083218		fulltext		MIT Press	monograph	2004							P
p2p networking and applications		9780123742148							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13138.9780123742148	Koegel Buford	/ebooks/ebooks2/pda/2011-12-01/1/13138.9780123742148		fulltext		Elsevier/Morgan Kaufmann	monograph	2009							P
physically based rendering: from theory to implementation		9780125531801							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12230.9780125531801	Pharr	/ebooks/ebooks2/pda/2011-12-01/1/12230.9780125531801		fulltext		Elsevier/Morgan Kaufmann	monograph	2004							P
postcapitalist politics									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/9934.9780816648030	Gibson-Graham	/ebooks/ebooks2/pda/2011-12-01/1/9934.9780816648030		fulltext		University of Minnesota Press	monograph	2006							P
regression analysis by example		9780471746966							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13565.9780470055458	Chatterjee	/ebooks/ebooks2/pda/2011-12-01/1/13565.9780470055458		fulltext		Wiley-Interscience	monograph	2006			4th ed. /				P
reinventing los angeles: nature and community in the global city		9780262072878							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11126.9780262072878	Gottlieb	/ebooks/ebooks2/pda/2011-12-01/1/11126.9780262072878		fulltext		MIT Press	monograph	2008							P
religion and diversity in canada		9789004170155							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14664.9789004170155		/ebooks/ebooks2/pda/2011-12-01/1/14664.9789004170155		fulltext		Brill	monograph	2008		v. 16		Beaman			P
sediment cascades: an integrated approach		9780470849620							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15041.9780470682869		/ebooks/ebooks2/pda/2011-12-01/1/15041.9780470682869		fulltext		Wiley	monograph	2010				Burt			P
social work in schools: principles and practice		9781593855789							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12475.9781606231807	Openshaw	/ebooks/ebooks2/pda/2011-12-01/1/12475.9781606231807		fulltext		Guilford Press	monograph	2008							P
stable isotopes in ecology and environmental science		9781405126809							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470691175		/ebooks/ebooks2/pda/2011-12-01/1/12016.9780470691175		fulltext		Blackwell Pub.	monograph	2007			2nd ed.	Michener			P
strategic management: issues and cases									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/11379.9781405111812	Dobson	/ebooks/ebooks2/pda/2011-12-01/1/11379.9781405111812		fulltext		Blackwell Pub.	monograph	2004			2nd ed.				P
there goes the bride: making up your mind, calling it off & and moving on									http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13562.9780787971793	Safier	/ebooks/ebooks2/pda/2011-12-01/1/13562.9780787971793		fulltext		Jossey-Bass	monograph	2003			1st ed.				P
threat of race: reflections on racial neoliberalism		9780631219675							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/13562.9781444305876	Goldberg	/ebooks/ebooks2/pda/2011-12-01/1/13562.9781444305876		fulltext		Wiley-Blackwell	monograph	2009							P
understanding plato's republic		9781405120104							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/15241.9781444320145	Santas	/ebooks/ebooks2/pda/2011-12-01/1/15241.9781444320145		fulltext		Wiley-Blackwell	monograph	2010							P
users' guides to the medical literature: essentials of evidence-based clinical practice		9780071590389							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12174.0071590390		/ebooks/ebooks2/pda/2011-12-01/1/12174.0071590390		fulltext		McGraw-Hill Medical	monograph	2008			2nd ed.	Guyatt			P
vba for excel made simple		9780750660976							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/10689.9780750660976	Darlington	/ebooks/ebooks2/pda/2011-12-01/1/10689.9780750660976		fulltext		Made Simple Books	monograph	2004							P
visio 2007 bible		9780470109960							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/12995.9780470147986	Biafore	/ebooks/ebooks2/pda/2011-12-01/1/12995.9780470147986		fulltext		Wiley Technology Pub.	monograph	2007							P
why iptv?: interctivity, technologies and services		9780470998052							http://books.scholarsportal.info/uri/ebooks/ebooks2/pda/2011-12-01/1/14562.9780470751688	Hjelm	/ebooks/ebooks2/pda/2011-12-01/1/14562.9780470751688		fulltext		Wiley	monograph	2008							P
